page_id,text_id,title,original_title,full_bibliographic_entry,year,publisher,location,language,page_count,clean_content,categories,main_category,time_period
1835,42404,Izabrana dela / Štefan Cvaig,,Izabrana dela / Štefan Cvaig,,,,,,Izabrana dela / Štefan Cvaig,,,
3791,42402,IZbrana dela / Štefan Cvaig,,IZbrana dela / Štefan Cvaig,,,,,,IZbrana dela / Štefan Cvaig,,,
1920,7491,Izbrannoe,,Izbrannoe,,,,,,Izbrannoe,,,
3091,19430,Izbrannye proizvedeniia v dvukh tomakh,,Izbrannye proizvedeniia v dvukh tomakh,,,,,,Izbrannye proizvedeniia v dvukh tomakh,,,
1921,7492,Izbrannye sochineniia v chetyrekh tomakh,,Izbrannye sochineniia v chetyrekh tomakh,,,,,,Izbrannye sochineniia v chetyrekh tomakh,,,
1922,7493,Izbrannye sochineniia v trekh tomakh,,Izbrannye sochineniia v trekh tomakh,,,,,,Izbrannye sochineniia v trekh tomakh,,,
3493,24971,IÅsā“f Fouse,,IÅsā“f Fouse,,,,,,IÅsā“f Fouse,,,
3492,24975,''',1900s,"'''[1900s]: O Kosmos tou Vivliou, Athena'''\n\n''IÅsā“f Fouse'' [Joseph Fouché. Bildnis eines politischen Menschen]. Translated by KÅstā“s Meranaios. 267p.\n\n\n",,'''[1900s]: O Kosmos tou Vivliou,,,267.0,"'''[1900s]: O Kosmos tou Vivliou, Athena'''\n\n''IÅsā“f Fouse'' [Joseph Fouché. Bildnis eines politischen Menschen]. Translated by KÅstā“s Meranaios. 267p.\n\n\n",Historical Studies / Volumes (Greek),Historical Studies,
4716,37644,''',2016,"'''[2016]: Dār Nabtah li-l-Nashr wa'l-TawzīÊ¿, al-Qāhirah [Cairo]'''\n\n''Iḥdhar min shafaqat al-ḥubb : riwāyah'' [Ungeduld des Herzens]. Translated by Ê¿Umar Ê¿Abd al-Azīz. 340p. 2nd edition 2017\n\n\n\n",2016.0,'''[2016]: Dār Nabtah li-l-Nashr wa'l-TawzīÊ¿,,Arabic,340.0,"'''[2016]: Dār Nabtah li-l-Nashr wa'l-TawzīÊ¿, al-Qāhirah [Cairo]'''\n\n''Iḥdhar min shafaqat al-ḥubb : riwāyah'' [Ungeduld des Herzens]. Translated by Ê¿Umar Ê¿Abd al-Azīz. 340p. 2nd edition 2017\n\n\n\n",Fiction / Volumes (Arabic); Fiction / Individual Stories (Arabic),Fiction,Contemporary (after 2000)
5858,40163,"""'Niels Lyhne' de Jens Peter Jacobsen""",Jens Peter Jacobsens 'Niels Lyhne',"""'Niels Lyhne' de Jens Peter Jacobsen"" [Jens Peter Jacobsens 'Niels Lyhne'] in El legado de Europa [Barcelona, 2003], No. 9, pp. 145-156 [Translated by Claudio Gancho]\n\n'''See:''' Europäisches Erbe [Frankfurt am Main, 1960], No. 9, pp. (137)-147\n\",2003.0,"""'Niels Lyhne' de Jens Peter Jacobsen"" [Jens Peter Jacobsens 'Niels Lyhne'] in El legado de Europa [Barcelona",Frankfurt,Spanish,,"""'Niels Lyhne' de Jens Peter Jacobsen"" [Jens Peter Jacobsens 'Niels Lyhne'] in El legado de Europa [Barcelona, 2003], No. 9, pp. 145-156 [Translated by Claudio Gancho]\n\n'''See:''' Europäisches Erbe [Frankfurt am Main, 1960], No. 9, pp. (137)-147\n\n\n",Essays / Individual Essays (Spanish),Essays,Contemporary (after 2000)
4089,29822,"""Stefan Zweigs ""Jeremias"" in Zürich"" in ''Frankfurter Zeitung und Handelsblatt''",Frankfurt am Main,"""Stefan Zweigs ""Jeremias"" in Zürich"" in ''Frankfurter Zeitung und Handelsblatt'' [Frankfurt am Main], 5 April 1918, Erstes Morgenblatt [First Morning Edition], pp. (1)-2\n\n\n",1918.0,"""Stefan Zweigs ""Jeremias"" in Zürich"" in ''Frankfurter Zeitung und Handelsblatt'' [Frankfurt am Main]",Frankfurt,German,,"""Stefan Zweigs ""Jeremias"" in Zürich"" in ''Frankfurter Zeitung und Handelsblatt'' [Frankfurt am Main], 5 April 1918, Erstes Morgenblatt [First Morning Edition], pp. (1)-2\n\n\n",Secondary Literature / Authors (German),Secondary Literature,During Lifetime (1881-1942)
7466,60041,"''Holzschnitte zu drei Novellen von Stefan Zweig''. Edited with an afterword by Erich Fitzbauer. (35)p. Wien: Edition Graphischer Zirkel, 2006, No.",25,"''Holzschnitte zu drei Novellen von Stefan Zweig''. Edited with an afterword by Erich Fitzbauer. (35)p. Wien: Edition Graphischer Zirkel, 2006, No. [25]: No. 2, pp. (18)-(25)\n\n\n",2006.0,''Holzschnitte zu drei Novellen von Stefan Zweig''. Edited with an afterword by Erich Fitzbauer. (35)p. Wien: Edition Graphischer Zirkel,Wien,German,,"''Holzschnitte zu drei Novellen von Stefan Zweig''. Edited with an afterword by Erich Fitzbauer. (35)p. Wien: Edition Graphischer Zirkel, 2006, No. [25]: No. 2, pp. (18)-(25)\n\n\n",Secondary Literature / Authors (German),Secondary Literature,Contemporary (after 2000)
6551,48274,''',1,"'''[1]'''. ""Das Scahchspiel als politische Metapher und Stefan Zweigs ''Schachnovelle''"" in Schachnovelle. Stefan Zweigs letztes Werk neu gelesen [Würzburg, 2019], No. 3, pp. 33-45\n\n\n",2019.0,"'''[1]'''. ""Das Scahchspiel als politische Metapher und Stefan Zweigs ''Schachnovelle''"" in Schachnovelle. Stefan Zweigs letztes Werk neu gelesen [Würzburg",,German,,"'''[1]'''. ""Das Scahchspiel als politische Metapher und Stefan Zweigs ''Schachnovelle''"" in Schachnovelle. Stefan Zweigs letztes Werk neu gelesen [Würzburg, 2019], No. 3, pp. 33-45\n\n\n",Secondary Literature / Authors (German),Secondary Literature,Contemporary (after 2000)
5043,35782,''',1990,"'''[1990]: Lita, Bratislava'''\n\n''JahÅˆa chudobného. Tragikomédia v troch dejstvách'' [Das Lamm des Armen. Tragikomödie in drei Aufzügen (in neun Bildern)]. Translated by Kornel Földvári. Illustrated by Jozef Szabó. 1st edtion. 70p. \n\n\n",1990.0,'''[1990]: Lita,,,70.0,"'''[1990]: Lita, Bratislava'''\n\n''JahÅˆa chudobného. Tragikomédia v troch dejstvách'' [Das Lamm des Armen. Tragikomödie in drei Aufzügen (in neun Bildern)]. Translated by Kornel Földvári. Illustrated by Jozef Szabó. 1st edtion. 70p. \n\n\n",Dramas / Volumes (Slovak),Dramas,Late 20th Century (1981-2000)
6113,47847,"'''See:''' Jaina, YaÅ›apāla (Jain, Yashpal)",Secondary Literature / Authors (Hindi),"'''See:''' Jaina, YaÅ›apāla (Jain, Yashpal) [Secondary Literature / Authors (Hindi)]\n\n[1]. ""Author Who Ended His Life. Life and Work of Stefan Zweig"" [in Hindi] in '' Leader'' [Allahabad], 1 October 1954, pp. ??\n\n[2]. ""Stefan Zweig"" [in English]",1954.0,'''See:''' Jaina,See,English,,"'''See:''' Jaina, YaÅ›apāla (Jain, Yashpal) [Secondary Literature / Authors (Hindi)]\n\n[1]. ""Author Who Ended His Life. Life and Work of Stefan Zweig"" [in Hindi] in '' Leader'' [Allahabad], 1 October 1954, pp. ??\n\n[2]. ""Stefan Zweig"" [in English] in ''Social Welfare'' [New Delhi] Vol. 1 [1954], pp. ??\n\n\n",Secondary Literature / Authors (English),Secondary Literature,Post-WWII (1943-1980)
6102,42374,''',1,"'''[1]'''. ""Author Who Ended His Life. Life and Work of Stefan Zweig"" [in Hindi] in ''Leader'' [Allahabad], 1 October 1954, pp. ??\n\n'''[2]'''. ""Stefan Zweig"" [in English] in ''Social Welfare'' [New Delhi] Vol. 1 [1954], pp. ??\n\n\n\n\n",1954.0,"'''[1]'''. ""Author Who Ended His Life. Life and Work of Stefan Zweig"" [in Hindi] in ''Leader'' [Allahabad]",,Hindi,,"'''[1]'''. ""Author Who Ended His Life. Life and Work of Stefan Zweig"" [in Hindi] in ''Leader'' [Allahabad], 1 October 1954, pp. ??\n\n'''[2]'''. ""Stefan Zweig"" [in English] in ''Social Welfare'' [New Delhi] Vol. 1 [1954], pp. ??\n\n\n\n\n",Secondary Literature / Authors (Hindi),Secondary Literature,Post-WWII (1943-1980)
6532,47845,"Jaina, YaÅ›apāla (Jain, Yashpal)",,"Jaina, YaÅ›apāla (Jain, Yashpal)",,Jaina,,,,"Jaina, YaÅ›apāla (Jain, Yashpal)",,,
6103,47846,"Jaina, YaÅ›apāla (Jain, Yashpal)",,"Jaina, YaÅ›apāla (Jain, Yashpal)",,Jaina,,,,"Jaina, YaÅ›apāla (Jain, Yashpal)",,,
5021,36461,"""Jakypbekov, Ashym"" in ''Uikipedia, acā±k entsiklopedia''",Wikipedia. The Free Encyclopedia,"""Jakypbekov, Ashym"" in ''Uikipedia, acā±k entsiklopedia'' [Wikipedia. The Free Encyclopedia] [St. Petersburg, FL], 12 September 2012\n\nPublished online:\n\nhttps://ky.wikipedia.org/wiki/%D0%96%D0%B0%D0%BA%D1%8B%D0%BF%D0%B1%D0%B5%D0%BA%D0%BE%D0%B2_%D",2012.0,"""Jakypbekov",Published online,,215.0,"""Jakypbekov, Ashym"" in ''Uikipedia, acā±k entsiklopedia'' [Wikipedia. The Free Encyclopedia] [St. Petersburg, FL], 12 September 2012\n\nPublished online:\n\nhttps://ky.wikipedia.org/wiki/%D0%96%D0%B0%D0%BA%D1%8B%D0%BF%D0%B1%D0%B5%D0%BA%D0%BE%D0%B2_%D0%90%D1%88%D1%8B%D0%BC\n\nThis is a CV of the Kyrgyz literary translator Ashym Jakypbekov who translated a collection of Stefan Zweig's novellas into Kyrgyz:\n\n''Novellalar'' [Novellas]. Translated by Ashym Jakypbekov. 215p. Frunze [Bishkek]: Kyrgyzstan, 1965.\n\n",Secondary Literature / Titles (Kyrgyz),Secondary Literature,Contemporary (after 2000)
5022,35568,"Jakypbekov, Ashym",,"Jakypbekov, Ashym",,Jakypbekov,,,,"Jakypbekov, Ashym",,,
4713,33579,"Jalabī, Khāliṣ / Jalaby, Khales",,"Jalabī, Khāliṣ / Jalaby, Khales",,Jalabī,,,,"Jalabī, Khāliṣ / Jalaby, Khales",,,
5692,39416,Jaḷatẽ rahasya,,Jaḷatẽ rahasya,,,,,,Jaḷatẽ rahasya,,,
7193,54824,''',1,"'''[1]'''. ""Edmond Jaloux"" printed in:\n\nEuropäisches Erbe [Frankfurt am Main, 1960], No. 5, pp. (99)-101; [Frankfurt am Main, 1981/1999], No. 5, pp. 80-82. 3rd-7th editions, No. 5, pp. 103-105 [FischerTaschenbuch, 2284]\n\nDas Geheimnis des künstle",1960.0,"'''[1]'''. ""Edmond Jaloux"" printed in:\n\nEuropäisches Erbe [Frankfurt am Main",Frankfurt,German,,"'''[1]'''. ""Edmond Jaloux"" printed in:\n\nEuropäisches Erbe [Frankfurt am Main, 1960], No. 5, pp. (99)-101; [Frankfurt am Main, 1981/1999], No. 5, pp. 80-82. 3rd-7th editions, No. 5, pp. 103-105 [FischerTaschenbuch, 2284]\n\nDas Geheimnis des künstlerischen Schaffens. Essays [Frankfurt am Main, 1984/2007], No. 26, pp. (309)-311\n\n\n'''[2]'''. ""(Stefan Zweig schreibt über Edmond Jaloux) in ''Reclams Universum'' [Leipzig], 44:31 [26 April, 1928], p. 699. The first sentence of this short article is identical to the opening sentence of ""Edmond Jaloux"" [above]. The basic ideas in both articles are also the same, although ""Edmond Jaloux"" is much longer and, according to the editor of ''Europäisches Erbe'' it was written in 1931\n\n'''Translations:'''\n\n'''French:''' ""Edmond Jaloux"" in [1]. Hommes et destins [Paris, 1999/2000]: [1999], No. 4, pp. 47-(50); [2000], No. 4, pp. 43-(46) [Le Livre de Poche, 14918]. [2]. Stefan Zweig. L'oeuvre romanesque [Paris, 1998/1999], Vol. 6, No. 4, pp. 47-(50)\n\n'''Spanish:''' ""Edmond Jaloux"" in El legado de Europa [Barcelona, 2003], No. 5, pp. 105-107\n\n",Essays / Individual Essays (German),Essays,Post-WWII (1943-1980)
5851,40141,"""Edmond Jaloux""",Edmond Jaloux,"""Edmond Jaloux"" [Edmond Jaloux] in El legado de Europa [Barcelona, 2003], No. 5, pp. 105-107 [Translated by Claudio Gancho]\n\n'''See:''' Europäisches Erbe [Frankfurt am Main, 1960], No. 5, pp. (99)-101\n\n\n",2003.0,"""Edmond Jaloux"" [Edmond Jaloux] in El legado de Europa [Barcelona",Frankfurt,Spanish,,"""Edmond Jaloux"" [Edmond Jaloux] in El legado de Europa [Barcelona, 2003], No. 5, pp. 105-107 [Translated by Claudio Gancho]\n\n'''See:''' Europäisches Erbe [Frankfurt am Main, 1960], No. 5, pp. (99)-101\n\n\n",Essays / Individual Essays (Spanish),Essays,Contemporary (after 2000)
2501,13091,"""Stefan Zweig"" in ''Cultural Amnesia. Necessary Memories from History and the Arts''",,"""Stefan Zweig"" in ''Cultural Amnesia. Necessary Memories from History and the Arts''. By Clive James. xxxii/876p. Illustrated. New York/London: W. W. Norton & Company, 2007, pp. 833-843. Further Zweig references, pp. xxvi, 3, 228, 390-391, 451, 452,",2007.0,"""Stefan Zweig"" in ''Cultural Amnesia. Necessary Memories from History and the Arts''. By Clive James. xxxii/876p. Illustrated. New York/London: W. W. Norton & Company",New York,English,876.0,"""Stefan Zweig"" in ''Cultural Amnesia. Necessary Memories from History and the Arts''. By Clive James. xxxii/876p. Illustrated. New York/London: W. W. Norton & Company, 2007, pp. 833-843. Further Zweig references, pp. xxvi, 3, 228, 390-391, 451, 452, 503, 504, 621\n\n",Secondary Literature / Authors (English),Secondary Literature,Contemporary (after 2000)
4922,35059,"""Mājillān.. qāhir al-biḥčr : qaraÊ¾tu hādhihī al-maÊ¿lūmāt fa-aḥbabtu an nastafīda minhā maÊ¿an : tafaá¸á¸alū mashkūrīn","Magellan, Conqueror of the Seas: I Had Read These Facts, So I Wanted Them to Benefit All of Us. Please, with Thanks!","""Mājillān.. qāhir al-biḥčr : qaraÊ¾tu hādhihī al-maÊ¿lūmāt fa-aḥbabtu an nastafīda minhā maÊ¿an : tafaá¸á¸alū mashkūrīn [Magellan, Conqueror of the Seas: I Had Read These Facts, So I Wanted Them to Benefit All of Us. Please, with Thanks!] in",2009.0,"""Mājillān.. qāhir al-biḥčr : qaraÊ¾tu hādhihī al-maÊ¿lūmāt fa-aḥbabtu an nastafīda minhā maÊ¿an : tafaá¸á¸alū mashkūrīn [Magellan",Conqueror of the Seas,Arabic,,"""Mājillān.. qāhir al-biḥčr : qaraÊ¾tu hādhihī al-maÊ¿lūmāt fa-aḥbabtu an nastafīda minhā maÊ¿an : tafaá¸á¸alū mashkūrīn [Magellan, Conqueror of the Seas: I Had Read These Facts, So I Wanted Them to Benefit All of Us. Please, with Thanks!] in ''Al-Manā wa'l-arab'' [Destiny and Desire], [s.l.] 1 November 2009\n\n''Al-Manā wa'l-arab'' [Destiny and Desire]"" is an Arabic webforum\n\nPublished online:\n\nhttp://www.arabna312.com/vb/showthread.php?t=404\n\nThis is a review of ''Magellan. Der Mann und seine Tat'' based on one of the several editions of á¸¤abīb Jāmātī's Arabic translation of this volume\n\n\n\n\n",Secondary Literature / Authors (Arabic),Secondary Literature,Contemporary (after 2000)
6953,52008,"""Zweigs Wien: Geistige Strömungen um 1900"" in Stefan-Zweig-Handbuch","Berlin/Boston, 2018","""Zweigs Wien: Geistige Strömungen um 1900"" in Stefan-Zweig-Handbuch [Berlin/Boston, 2018], '''II'''. Literarische und kulturhistorische Voraussetzungen, No. 2, pp. 53-58\n\n\n",1900.0,"""Zweigs Wien: Geistige Strömungen um",Wien,German,,"""Zweigs Wien: Geistige Strömungen um 1900"" in Stefan-Zweig-Handbuch [Berlin/Boston, 2018], '''II'''. Literarische und kulturhistorische Voraussetzungen, No. 2, pp. 53-58\n\n\n",Secondary Literature / Authors (German),Secondary Literature,During Lifetime (1881-1942)
7049,52833,"\n""Die Geschichte von morgen. Zweigs Gedanken zu einer neuen Geschichte der Völker""",A lecture,"\n""Die Geschichte von morgen. Zweigs Gedanken zu einer neuen Geschichte der Völker"" [A lecture]. See: 1992 November 5-6: Stefan-Zweig-Symposium [University of Maribor, Slovenia], No. 12, 6 Novemrber. See No. 3 below\n\n""Leidenschaft und ihre Folgen f",1992.0,"\n""Die Geschichte von morgen. Zweigs Gedanken zu einer neuen Geschichte der Völker"" [A lecture]. See:",See,German,,"\n""Die Geschichte von morgen. Zweigs Gedanken zu einer neuen Geschichte der Völker"" [A lecture]. See: 1992 November 5-6: Stefan-Zweig-Symposium [University of Maribor, Slovenia], No. 12, 6 Novemrber. See No. 3 below\n\n""Leidenschaft und ihre Folgen für Maria Stuart"" in Stefan Zweig und das Dämonische [Würzburg, 2008], Dämonie der Geschichte, No. 12, pp. 122-127\n\n""Zweigs Gedanken zu einer neuen Geschichte der Völker"" in Znanstvena revija [University of Maribor, Slovenia], 5:1 [1993], No. 10, pp. 117-124. See No. 1 above\n\n\n\n",Secondary Literature / Authors (German),Secondary Literature,Late 20th Century (1981-2000)
5083,35953,''',1960,"'''[1960]: Rijksuniversiteit Gent, Gent [Ghent]'''\n\n''Stefan Zweig als novellist. Enkele aspecten van de thematiek'' [Stefan Zweig as Novellist. Some Aspects of This Topic]. ?p. Dissertation in German philology submitted to the Rijskuniversiteit Ge",1960.0,'''[1960]: Rijksuniversiteit Gent,,,,"'''[1960]: Rijksuniversiteit Gent, Gent [Ghent]'''\n\n''Stefan Zweig als novellist. Enkele aspecten van de thematiek'' [Stefan Zweig as Novellist. Some Aspects of This Topic]. ?p. Dissertation in German philology submitted to the Rijskuniversiteit Gent, Ghent\n\n\n\n",Secondary Literature / Authors (Dutch),Secondary Literature,Post-WWII (1943-1980)
5026,35587,"Zhantaev, A. S. / Toktomametova, J. A.",,"Zhantaev, A. S. / Toktomametova, J. A.",,Zhantaev,,,,"Zhantaev, A. S. / Toktomametova, J. A.",,,
1649,6267,"""Stefan Zweig v mojem življenju""",Stefan Zweig in My Life,"""Stefan Zweig v mojem življenju"" [Stefan Zweig in My Life] in Zvezdni trenutki človeštva. Å tirinajst zgodovinskih miniatur [Sternstunden der Menschheit. Vierzehn historische Miniaturen] [Celovec 2004], No. 16, pp. 231-238 \n\n\n",2004.0,"""Stefan Zweig v mojem življenju"" [Stefan Zweig in My Life] in Zvezdni trenutki človeštva. Å tirinajst zgodovinskih miniatur [Sternstunden der Menschheit. Vierzehn historische Miniaturen] [Celovec",,,,"""Stefan Zweig v mojem življenju"" [Stefan Zweig in My Life] in Zvezdni trenutki človeštva. Å tirinajst zgodovinskih miniatur [Sternstunden der Menschheit. Vierzehn historische Miniaturen] [Celovec 2004], No. 16, pp. 231-238 \n\n\n",Secondary Literature / Authors (Slovenian),Secondary Literature,Contemporary (after 2000)
5625,40447,"""Jardines durante la guerra""",Die Gärten im Kriege,"""Jardines durante la guerra"" [Die Gärten im Kriege] in:\n\nObras completas de Stefan Zweig [Barcelona, 1952-1978], Vol. 4 [Tiempo y mundo] [1952], No. 70, pp. (940)-943 [Translated by Tristán La Rosa]\nObras de Stefan Zweig [Barcelona/Madrid, 1958],",1952.0,Los jardines en la guerra,Here entitled,Spanish,,"""Jardines durante la guerra"" [Die Gärten im Kriege] in:\n\nObras completas de Stefan Zweig [Barcelona, 1952-1978], Vol. 4 [Tiempo y mundo] [1952], No. 70, pp. (940)-943 [Translated by Tristán La Rosa]\nObras de Stefan Zweig [Barcelona/Madrid, 1958], Vol. 2 [Tiempo y mundo], No. 36, pp. 918-922 [Translated by Tristán La Rosa]\nPaíses y paisajes [Barcelona, 1952], No. 2, pp. (59)-71 [Translated by Tristán La Rosa]\nTiempo y mundo [Barcelona, 1959], No. 9, pp. (81)-84 [Translated by the Editorial Juventud]. Here entitled: ""Los jardines en la guerra""\nTiempo y mundo [Barcelona, 1998], No. 9, pp. 95-99 [Translated by José Fernández]. Here entitled: ""Los jardines en la guerra""\n\n\n'''See:''' Zeit und Welt. Gesammelte Aufsätze und Vorträge 1904-1940 [Stockholm, 1943], No. 9, pp. (129)-135\n\n\n",Essays / Individual Essays (Spanish),Essays,Post-WWII (1943-1980)
456,42157,"""Jaro v Prátru""",Praterfrühling,"""Jaro v Prátru"" [Praterfrühling] in Jaro v Prátru. Povídky [Praha, 1997], No. 1, pp. 7-24. Translated by Vā›ra Houbová and Karel Houba\n\n\n",1997.0,"""Jaro v Prátru"" [Praterfrühling] in Jaro v Prátru. Povídky [Praha",,,,"""Jaro v Prátru"" [Praterfrühling] in Jaro v Prátru. Povídky [Praha, 1997], No. 1, pp. 7-24. Translated by Vā›ra Houbová and Karel Houba\n\n\n",Fiction / Individual Stories (Czech),Fiction,Late 20th Century (1981-2000)
447,38452,''',1997,"'''[1997]: Nakladatelství Brána, Praha [Prague]'''\n\n''Jaro v Prátru. Povídky'' [Praterfrühling. Erzählungen]. Edited by Marie Bā›líková. Selected and translated by Vā›ra Houbová and Karel Houba. Afterword by Rudolf Toman. Cover design by Jan Weber.",1997.0,'''[1997]: Nakladatelství Brána,Contents,,211,"'''[1997]: Nakladatelství Brána, Praha [Prague]'''\n\n''Jaro v Prátru. Povídky'' [Praterfrühling. Erzählungen]. Edited by Marie Bā›líková. Selected and translated by Vā›ra Houbová and Karel Houba. Afterword by Rudolf Toman. Cover design by Jan Weber. Graphics by Vlasta Machová. 211/(5)p. \n\n'''Contents:'''\n\nJaro v Prátru [Praterfrühling], pp. 7-24\nDva osamā›lí [Zwei Einsame], pp. 25-30\nByl to on? [Jupiter / War er es?], pp. 31-76\nāŒlovā›k, na kterého se nezapomíná [Kleine Legende der gleich-ungleichen Schwerstern], pp. 77-84\nCo odvál čas [Widerstand der Wirklichkeit], pp. 85-142\nSvatba v Lyonu [Die Hochzeit von Lyon], pp. 143-156\nNeāekané sezná mení s jedním řemeslem [Unvermutete Bekanntschaft mit einem Handwerk], pp. 157-208\nDoslov [Rudolf Toman], pp. 209-(212)\n\n\n\n",Fiction / Volumes (Czech),Fiction,Late 20th Century (1981-2000)
5495,38345,Jaro v Prátru. Povídky,,Jaro v Prátru. Povídky,,,,,,Jaro v Prátru. Povídky,,,
7470,60248,"Anke Jaspers | Andreas B. Kilcher. ""Einleitung: Lesen und Schreiben am Rand der Būcher"" in ''Randkulturen. Lese- und Gebrauchsspruren in Autorenbibliotheken des 19. und 20. Jahrhunderts''",,"Anke Jaspers | Andreas B. Kilcher. ""Einleitung: Lesen und Schreiben am Rand der Būcher"" in ''Randkulturen. Lese- und Gebrauchsspruren in Autorenbibliotheken des 19. und 20. Jahrhunderts''. Edited by Anke Jaspers and Andreas B. Kilcher GÅttingen: Wal",2020.0,2020,Einleitung,German,,"Anke Jaspers | Andreas B. Kilcher. ""Einleitung: Lesen und Schreiben am Rand der Būcher"" in ''Randkulturen. Lese- und Gebrauchsspruren in Autorenbibliotheken des 19. und 20. Jahrhunderts''. Edited by Anke Jaspers and Andreas B. Kilcher GÅttingen: Wallstein Verlag, 2020, pp. (7)-34. Stefan Zweig is mentioned on pp. 25, 28, 29, 30. Stefan Zweig is mentioned on pp. 25, 28, 29, 30. See also: http://www.stefanzweigdigital\n\n\n",Secondary Literature / Authors (German),Secondary Literature,Contemporary (after 2000)
5847,40128,"Jaurès, Jean-Léon / Spanish",,"Jaurès, Jean-Léon / Spanish",,Jaurès,,,,"Jaurès, Jean-Léon / Spanish",,,
5848,40127,"Jaurès, Jean-Léon / Spanish",,"Jaurès, Jean-Léon / Spanish",,Jaurès,,,,"Jaurès, Jean-Léon / Spanish",,,
7204,55225,"""Jaurès. Ein Porträt"" in ''Neue Freie Presse''",Wien,"""Jaurès. Ein Porträt"" in ''Neue Freie Presse'' [Wien], 6 August 1916, pp. 3-4\n\n'''Reprinted in:'''\n\nEuropäisches Erbe [Frankfurt am main, 1960], No. 3, pp. (85)-94; [Frankfurt am Main, 1981/1999], No. 3, pp. 70-78 [3rd-7th editions, No. 3, pp. 89",1916.0,"""Jaurès. Ein Porträt"" in ''Neue Freie Presse'' [Wien]",Wien,German,,"""Jaurès. Ein Porträt"" in ''Neue Freie Presse'' [Wien], 6 August 1916, pp. 3-4\n\n'''Reprinted in:'''\n\nEuropäisches Erbe [Frankfurt am main, 1960], No. 3, pp. (85)-94; [Frankfurt am Main, 1981/1999], No. 3, pp. 70-78 [3rd-7th editions, No. 3, pp. 89-98] [Fischer Taschenbuch, 2284]\n\n''Vorwärts'' [Berlin], 29 August 1916, p. (5)\n\n\n'''Translations:'''\n\n'''French:''' ""Jaurès"" in [1]. Hommes et destins [Paris, 1999 and 2000]: [1999], No. 19, pp. 173-(184); [2000], No. 19, pp. 165-(176) [Le Livre de Poche, 14918]. [2]. Stefan Zweig. L'oeuvre romanesque [Paris, 1998-1999], Vol. 6, No. 19, pp. 173-(184)\n\n'''Hungarian:''' ""Jean Jaurès"" in Arcképek [Budapest, 1965], No. 32, pp. 261-271\n\n'''Portuguese:''' ""Jean Jaurès, o socialista"" in O mundo insone e outros ensaios [Rio de Janeiro, 2013], No. 9, pp. 175-184\n\n'''Spanish:''' ""Jaurès"" in [1]. Legado de Europa [Barcelona, 1963], No. 4, pp. (74)-82. [2]. El legado de Europa [Barcelona, 2003], No. 3, pp. 89-99\n\n",Essays / Individual Essays (German),Essays,During Lifetime (1881-1942)
5846,40137,"""Jaurès""",Jaurès. Ein Porträt,"""Jaurès"" [Jaurès. Ein Porträt] in El legado de Europa [Barcelona, 2003], No. 3, pp. 89-99 [Translated by Claudio Gancho]\n\n'''See:''' Europäisches Erbe [Frankfurt am Main, 1960], No. 3, pp. (85)-94\n\n\n",2003.0,"""Jaurès"" [Jaurès. Ein Porträt] in El legado de Europa [Barcelona",Frankfurt,Spanish,,"""Jaurès"" [Jaurès. Ein Porträt] in El legado de Europa [Barcelona, 2003], No. 3, pp. 89-99 [Translated by Claudio Gancho]\n\n'''See:''' Europäisches Erbe [Frankfurt am Main, 1960], No. 3, pp. (85)-94\n\n\n",Essays / Individual Essays (Spanish),Essays,Contemporary (after 2000)
4402,39418,''',1945,"'''[1945]: Dāmodara Nārāyaṇa Moghe, Kolhāpūra [Kolhapur]'''\n\n''Jaá¸·atā“ rahasya'' [Brennendes Geheimnis]. Translated by Baá¸·ká¹›ṣṇa Bhagvant Borkar [Balkrishna Bhagwant Borkar]. viii/103p.\n\n\n'''[2001]: Suvidyā prakāÅ›ana [Suvidya Publica",1945.0,'''[1945]: Dāmodara Nārāyaṇa Moghe,See the ads by Amazon online bookshop and a Marathi online bookshop,,103.0,"'''[1945]: Dāmodara Nārāyaṇa Moghe, Kolhāpūra [Kolhapur]'''\n\n''Jaá¸·atā“ rahasya'' [Brennendes Geheimnis]. Translated by Baá¸·ká¹›ṣṇa Bhagvant Borkar [Balkrishna Bhagwant Borkar]. viii/103p.\n\n\n'''[2001]: Suvidyā prakāÅ›ana [Suvidya Publications], SÅlāpūra [Solapur]'''\n\n''Jaá¸·atā“ rahasya'' [Brennendes Geheimnis]. Translated by Baá¸·ká¹›ṣṇa Bhagvant Borkar [Balkrishna Bhagwant Borkar]. 76p.\n\nSee the ads by Amazon online bookshop and a Marathi online bookshop:\n\nhttps://www.amazon.in/Jalte-Rahasya-%E0%A4%9C%E0%A4%B3%E0%A4%A4%E0%A5%87-%E0%A4%B0%E0%A4%B9%E0%A4%B8%E0%A5%8D%E0%A4%AF-%E0%A4%AC%E0%A4%BE-%E0%A4%AD-%E0%A4%AC%E0%A5%8B%E0%A4%B0%E0%A4%95%E0%A4%B0/dp/B076G97ZF2\n\nhttp://www.bookganga.com/R/62490\n\nhttp://www.bookganga.com/Preview/BookPreview.aspx?BookId=020213104756&PreviewType=ebooks [preview of the prefaces and the first six pages]\n\n",Fiction / Volumes (Marathi),Fiction,Post-WWII (1943-1980)
7000,52490,'''See:''' La unidad espiritual del mundo\n\n\n,,'''See:''' La unidad espiritual del mundo\n\n\n,,,See,French,,'''See:''' La unidad espiritual del mundo\n\n\n,Essays / Individual Essays (French),Essays,
